ZONE,District,labour_beds_2022,labour_beds_2040
2419,AL RAHAH,0,0
2420,AL RAHAH,0,0
2421,AL RAHAH,0,0
2422,AL RAHAH,0,0
2423,KHALIFA CITY,0,0
2424,KHALIFA CITY,0,0
2425,KHALIFA CITY,0,0
2426,KHALIFA CITY,0,0
2427,AL MATAR,0,0
2428,KHALIFA CITY,0,0
2429,AL MATAR,0,0
2430,AL FALAH,0,0
2431,AL FALAH,0,0
2432,AL MATAR,0,0
2433,KHALIFA CITY,0,0
2434,AL MATAR,0,0
2435,AL MATAR,0,0
2436,AL FALAH,0,0
2437,KHALIFA CITY,0,0
2438,KHALIFA CITY,0,0
2439,KHALIFA CITY,0,0
2440,KHALIFA CITY,0,0
2441,KHALIFA CITY,0,0
2442,KHALIFA CITY,0,0
2443,KHALIFA CITY,0,0
2444,KHALIFA CITY,0,0
2445,KHALIFA CITY,0,0
2446,KHALIFA CITY,0,0
2447,KHALIFA CITY,0,0
2448,KHALIFA CITY,0,0
2449,KHALIFA CITY,0,0
2450,KHALIFA CITY,0,0
2451,KHALIFA CITY,0,0
2452,KHALIFA CITY,0,0
2453,KHALIFA CITY,0,0
2454,KHALIFA CITY,0,0
2455,KHALIFA CITY,0,0
2456,KHALIFA CITY,0,0
2457,KHALIFA CITY,0,0
2458,KHALIFA CITY,0,0
2459,KHALIFA CITY,0,0
2460,KHALIFA CITY,0,0
2461,KHALIFA CITY,0,0
2462,KHALIFA CITY,0,0
2463,KHALIFA CITY,0,0
2464,KHALIFA CITY,0,0
2465,KHALIFA CITY,0,0
2466,KHALIFA CITY,0,0
2467,KHALIFA CITY,0,0
2468,KHALIFA CITY,0,0
2469,KHALIFA CITY,0,0
2470,KHALIFA CITY,0,0
2471,KHALIFA CITY,0,0
2472,KHALIFA CITY,0,0
2473,KHALIFA CITY,0,0
2474,KHALIFA CITY,0,0
2510,ABU AL ABYAD ISLAND,0,0
2511,RABDAN,0,0
2512,AL MANHAL,0,0
2513,AL RAWDAH,0,0
2514,AL RAWDAH,0,0
2515,AL RAWDAH,0,0
2516,AL RAWDAH,0,0
2517,AL SA'ADAH,0,0
2518,AL MUZOUN,0,0
2519,AL MUZOUN,0,0
2531,MUWAYLIH,0,34
2554,AL FALAH,0,0
2555,AL FALAH,0,0
2556,AL FALAH,0,0
2557,AL FALAH,0,0
2558,AL FALAH,0,0
2559,AL FALAH,0,0
2560,AL FALAH,0,0
2561,AL FALAH,0,0
2562,AL FALAH,0,0
2563,AL FALAH,0,0
2564,AL FALAH,0,0
2565,AL FALAH,0,0
2566,AL FALAH,0,0
2567,AL FALAH,0,0
2568,AL FALAH,0,0
2569,AL FALAH,0,0
2570,AL FALAH,0,0
2571,AL FALAH,0,0
2572,AL FALAH,0,0
2584,AL HAFFAR,0,0
2585,AL HEEL ISLAND,0,0
2590,AL HANYOURAH,0,0
2593,AL HIDAYRIYYAT,0,0
2594,AL HIDAYRIYYAT,0,0
2595,AL HIDAYRIYYAT,0,0
2596,AL HIDAYRIYYAT,0,0
2597,AL HIDAYRIYYAT,0,0
2598,AL HIDAYRIYYAT,0,0
2599,AL HIDAYRIYYAT,0,0
2600,AL HIDAYRIYYAT,0,0
2601,AL HIDAYRIYYAT,0,0
2602,AL HIDAYRIYYAT,0,0
2603,AL HIDAYRIYYAT,0,0
2604,AL HIDAYRIYYAT,0,0
2605,AL HIDAYRIYYAT,0,0
2606,AL HIDAYRIYYAT,0,0
2607,AL HIDAYRIYYAT,0,0
2608,AL HIDAYRIYYAT,0,0
2609,AL HIDAYRIYYAT,0,0
2610,AL HIDAYRIYYAT,0,0
2611,AL HIDAYRIYYAT,0,0
2612,AL HIDAYRIYYAT,0,0
2613,AL HIDAYRIYYAT,0,0
2614,AL HIDAYRIYYAT,0,0
2615,AL HIDAYRIYYAT,0,0
2616,AL HIDAYRIYYAT,0,0
2617,AL HIDAYRIYYAT,0,0
2618,AL HIDAYRIYYAT,0,0
2619,AL HIDAYRIYYAT,0,0
2620,AL HIDAYRIYYAT,0,0
2621,AL HIDAYRIYYAT,0,0
2622,AL HIDAYRIYYAT,0,0
2623,AL HIDAYRIYYAT,0,0
2624,AL HIDAYRIYYAT,0,0
2625,AL HIDAYRIYYAT,0,0
2626,AL HIDAYRIYYAT,0,0
2627,AL HIDAYRIYYAT,0,0
2628,AL HIDAYRIYYAT,0,0
2629,AL HIDAYRIYYAT,0,0
2630,AL HIDAYRIYYAT,0,0
2631,AL HIDAYRIYYAT,0,0
2632,AL HIDAYRIYYAT,0,0
2633,AL HIDAYRIYYAT,0,0
2634,AL HIDAYRIYYAT,0,0
2635,AL HIDAYRIYYAT,0,0
2636,AL HIDAYRIYYAT,0,0
2637,AL HIDAYRIYYAT,0,0
2638,AL HIDAYRIYYAT,0,0
2639,AL HIDAYRIYYAT,0,0
2640,AL HIDAYRIYYAT,0,0
2641,AL HIDAYRIYYAT,0,0
2642,AL HIDAYRIYYAT,0,0
2643,AL HIDAYRIYYAT,0,0
2644,AL HIDAYRIYYAT,0,0
2645,AL HIDAYRIYYAT,0,0
2646,AL HIDAYRIYYAT,0,0
2647,AL HIDAYRIYYAT,0,0
2648,AL HIDAYRIYYAT,0,0
2649,AL HIDAYRIYYAT,0,0
2650,AL HIDAYRIYYAT,0,0
2651,AL HIDAYRIYYAT,0,0
2652,AL HIDAYRIYYAT,0,0
2653,AL HIDAYRIYYAT,0,0
2654,AL HIDAYRIYYAT,0,0
2655,AL HIDAYRIYYAT,0,0
2656,AL LAYYAN,0,0
2657,AL LAYYAN,0,0
2658,AL LAYYAN,0,0
2659,AL LAYYAN,0,0
2660,AL LAYYAN,0,0
2661,AL LAYYAN,0,0
2662,AL LAYYAN,0,0
2663,AL LAYYAN,0,0
2664,AL LAYYAN,0,0
2665,AL LAYYAN,0,0
2666,AL LAYYAN,0,0
2667,AL LAYYAN,0,0
2668,AL LAYYAN,0,0
2669,AL LAYYAN,0,0
2670,AL LAYYAN,0,0
2671,AL LAYYAN,0,0
2672,AL LAYYAN,0,0
2673,GHADEER AL TAYR,0,0
2674,GHADEER AL TAYR,0,0
2675,GHADEER AL TAYR,0,0
2676,GHADEER AL TAYR,0,0
2692,AL JUBAIL ISLAND,0,0
2693,AL JUBAIL ISLAND,0,0
2694,AL JUBAIL ISLAND,0,0
2695,AL JUBAIL ISLAND,0,0
2696,AL JUBAIL ISLAND,0,0
2697,AL JUBAIL ISLAND,0,0
2698,AL JUBAIL ISLAND,0,0
2699,AL JUBAIL ISLAND,0,0
2700,AL JUBAIL ISLAND,0,0
2701,AL JUBAIL ISLAND,0,0
2702,AL JUBAIL ISLAND,0,0
2703,AL JUBAIL ISLAND,0,0
2704,AL JUBAIL ISLAND,0,0
2705,AL JUBAIL ISLAND,0,0
2706,AL JUBAIL ISLAND,0,0
2707,AL JUBAIL ISLAND,0,0
2708,AL JUBAIL ISLAND,0,0
2709,AL JUBAIL ISLAND,0,0
2710,DIHAN,0,77
2711,MSHAYRIF,0,8
2712,AL SOUT,0,0
2713,AL SOUT,0,0
2714,AL KHATM,0,0
2715,DHAHARAT AL TEEB,0,4855
2718,RABDAN,0,0
2719,RABDAN,0,0
2720,RABDAN,0,0
2721,RABDAN,0,0
2722,RABDAN,0,0
2723,RABDAN,0,0
2724,RABDAN,0,0
2725,RABDAN,0,0
2726,RABDAN,0,0
2727,RABDAN,0,0
2728,RABDAN,0,0
2729,RABDAN,0,0
2730,RABDAN,0,0
2731,RABDAN,0,0
2732,RABDAN,0,0
2733,RABDAN,0,0
2734,RABDAN,0,0
2754,AL NAHDAH,0,0
2755,AL NAHDAH,0,0
2756,AL NAHDAH,0,0
2760,AL SAMHAH,0,861
2761,AL SAMHAH,0,0
2762,AL SAMHAH,0,0
2763,AL SAMHAH,0,0
2766,AL REEF,0,0
2767,AL REEF,0,0
2768,AL REEF,0,0
2769,AL REEF,0,0
2770,AL REEF,0,0
2771,AL REEM ISLAND,0,0
2772,AL REEM ISLAND,0,1
2773,AL REEM ISLAND,0,0
2774,AL REEM EAST ISLAND,0,0
2781,AL SADER,0,0
2782,AL SADER,0,0
2783,AL SADER,0,0
2784,AL SADER,0,0
2785,AL SADER,0,0
2786,AL SADER,0,0
2787,AL SADER,0,0
2788,AL SADER,0,0
2789,AL SADER,0,0
2790,AL SADER,0,0
2791,AL SADER,0,0
2792,AL SADER,0,0
2793,AL SADER,0,0
2794,AL SADER,0,0
2795,AL SADER,0,0
2796,AL SADER,0,0
2797,AL SADER,0,0
2798,AL SADER,0,0
2799,AL SADER,0,0
2800,AL SADER,0,0
2801,AL SADER,0,0
2802,AL SADER,0,0
2803,AL SADER,0,0
2804,AL SADER,0,0
2805,AL SADER,0,0
2806,AL SADER,0,0
2807,AL SADER,0,0
2808,AL SADER,0,0
2809,AL SADER,0,0
2810,AL SADER,0,0
2811,AL SADER,0,0
2812,AL SADER,0,0
2813,AL SADER,0,0
2814,AL SADER,0,0
2815,AL SADER,0,0
2816,AL SADER,0,0
2817,AL SADER,0,0
2818,AL SAMHAH,0,0
2819,AL SAMHAH,0,39
2820,AL SAMHAH,0,266
2822,AL SHAMKHAH,0,0
2823,AL SHAMKHAH,0,0
2824,AL SHAMKHAH,0,0
2825,AL SHAMKHAH,0,0
2826,AL SHAMKHAH,0,0
2827,AL SHAMKHAH,0,0
2828,AL SHAMKHAH,0,0
2829,AL SHAMKHAH,0,0
2830,AL SHAMKHAH,0,0
2831,AL SHAMKHAH,0,0
2832,AL SADER,0,0
2833,AL SHELAYLAH ISLAND,0,0
2834,AL TAWEELAH,0,0
2835,AL TAWEELAH,0,0
2836,AL TAWEELAH,0,3182
2837,AL TAWEELAH,0,0
2838,AL TAWEELAH,0,0
2839,AL TAWEELAH,0,0
2840,GHANADHAH,0,0
2844,AL WATHBAH,0,0
2845,AL WATHBAH,0,704
2846,AL WATHBAH,0,713
2847,BANI YAS,0,0
2848,AL NAHDAH,0,0
2849,AL NAHDAH,0,0
2850,AL WATHBAH,0,828
2851,AL ZUBARAH,0,0
2852,BILGHAYLAM ISLAND,0,0
2853,BANI YAS,0,0
2854,AL SHAWAMEKH,0,0
2855,AL SHAWAMEKH,0,0
2856,AL SHAWAMEKH,0,0
2857,AL SHAWAMEKH,0,0
2858,AL SHAWAMEKH,0,0
2859,AL SHAWAMEKH,0,0
2860,AL SHAWAMEKH,0,0
2861,AL SHAWAMEKH,0,0
2862,AL SHAWAMEKH,0,0
2863,AL SHAWAMEKH,0,0
2864,AL SHAWAMEKH,0,0
2865,AL SHAWAMEKH,0,0
2866,AL SHAWAMEKH,0,0
2867,AL SHAWAMEKH,0,0
2868,AL SHAWAMEKH,0,0
2869,AL SHAWAMEKH,0,0
2870,AL SHAWAMEKH,0,0
2871,AL SHAWAMEKH,0,0
2872,AL SHAWAMEKH,0,0
2894,GHANADHAH,0,0
2895,GHANADHAH,0,0
2907,AL KHIDAYRAH,0,0
2931,KHALIFA CITY,0,0
2932,KHALIFA CITY,0,0
2933,KHALIFA CITY,0,0
2934,KHALIFA CITY,0,0
2935,KHALIFA CITY,0,0
2936,KHALIFA CITY,0,0
2937,KHALIFA CITY,0,0
2938,KHALIFA CITY,0,0
2939,KHALIFA CITY,0,0
2940,KHALIFA CITY,0,0
2941,KHALIFA CITY,0,0
2942,KHALIFA CITY,0,0
2943,KHALIFA CITY,0,0
2944,KHALIFA CITY,0,0
2945,KHALIFA CITY,0,0
2946,KHALIFA CITY,0,0
2947,KHALIFA CITY,0,0
2948,KHALIFA CITY,0,0
2949,KHALIFA CITY,0,0
2950,KHALIFA CITY,0,0
2951,KHALIFA CITY,0,0
2952,KHALIFA CITY,0,0
2953,AL MA'MOURAH,0,0
2956,MADINAT AL RIYAD,0,0
2957,MADINAT AL RIYAD,0,0
2958,MADINAT AL RIYAD,0,0
2965,JARN YAFOUR,0,0
2966,JARN YAFOUR,0,0
2967,BANI YAS,0,0
2969,MOHAMED BIN ZAYED CITY,0,0
2970,MOHAMED BIN ZAYED CITY,0,0
2971,MOHAMED BIN ZAYED CITY,0,0
2972,MOHAMED BIN ZAYED CITY,0,0
2973,MOHAMED BIN ZAYED CITY,0,0
2974,MOHAMED BIN ZAYED CITY,0,0
2975,MOHAMED BIN ZAYED CITY,0,0
2976,MOHAMED BIN ZAYED CITY,0,0
2977,MOHAMED BIN ZAYED CITY,0,0
2978,MOHAMED BIN ZAYED CITY,0,0
2979,MOHAMED BIN ZAYED CITY,0,0
2980,ABU DHABI INDUSTRIAL CITY,0,0
2981,ABU DHABI INDUSTRIAL CITY,0,0
2982,ABU DHABI INDUSTRIAL CITY,0,0
2983,ABU DHABI INDUSTRIAL CITY,0,0
2985,NOURAI ISLAND,0,0
2986,RAMHAN ISLAND,0,0
2987,RAMHAN ISLAND,0,0
2988,RAMHAN ISLAND,0,0
2989,RAMHAN ISLAND,0,0
2990,RAMHAN ISLAND,0,0
2991,RAMHAN ISLAND,0,0
2992,RAMHAN ISLAND,0,0
2993,RAMHAN ISLAND,0,0
2994,RAMHAN ISLAND,0,0
2995,RAMHAN ISLAND,0,0
2996,RAMHAN ISLAND,0,0
2997,RAMHAN ISLAND,0,0
2998,RAMHAN ISLAND,0,0
2999,RAMHAN ISLAND,0,0
3000,RAMHAN ISLAND,0,0
3001,RAMHAN ISLAND,0,0
3002,RAMHAN ISLAND,0,0
3003,RAMHAN ISLAND,0,0
3004,RAMHAN ISLAND,0,0
3005,RAMHAN ISLAND,0,0
3006,RAMHAN ISLAND,0,0
3007,RAMHAN ISLAND,0,0
3008,RAMHAN ISLAND,0,0
3009,RAMHAN ISLAND,0,0
3010,RAMHAN ISLAND,0,0
3011,RAMHAN ISLAND,0,0
3012,RAMHAN ISLAND,0,0
3013,RAMHAN ISLAND,0,0
3014,RAMHAN ISLAND,0,0
3015,RAMHAN ISLAND,0,0
3016,RAMHAN ISLAND,0,0
3017,RAMHAN ISLAND,0,0
3018,RAMHAN ISLAND,0,0
3019,RAMHAN ISLAND,0,0
3020,RAMHAN ISLAND,0,0
3021,RAMHAN ISLAND,0,0
3022,RAMHAN ISLAND,0,0
3023,AL ALIAH ISLAND,0,0
3029,AL SAADIYAT ISLAND,0,0
3030,AL SAADIYAT ISLAND,0,0
3031,AL SAADIYAT ISLAND,0,0
3032,AL SAADIYAT ISLAND,0,0
3033,AL SAADIYAT ISLAND,0,0
3034,AL SAADIYAT ISLAND,0,0
3035,AL SAADIYAT ISLAND,0,0
3036,AL SAADIYAT ISLAND,0,0
3037,AL SAADIYAT ISLAND,0,0
3038,AL SAADIYAT ISLAND,0,0
3039,AL SAADIYAT ISLAND,0,0
3040,AL SAADIYAT ISLAND,0,0
3041,AL SAADIYAT ISLAND,0,0
3042,AL SAADIYAT ISLAND,0,0
3043,AL SAADIYAT ISLAND,0,0
3044,AL SAADIYAT ISLAND,0,0
3045,AL SAADIYAT ISLAND,0,0
3046,AL SAADIYAT ISLAND,0,0
3047,AL SAADIYAT ISLAND,0,0
3048,AL SAADIYAT ISLAND,0,0
3049,AL SAADIYAT ISLAND,0,0
3050,AL SAADIYAT ISLAND,0,0
3051,AL SAADIYAT ISLAND,0,0
3052,AL SAADIYAT ISLAND,0,0
3053,AL SAADIYAT ISLAND,0,0
3054,AL SAADIYAT ISLAND,0,0
3055,AL SAADIYAT ISLAND,0,0
3056,AL SAADIYAT ISLAND,0,0
3057,AL SAADIYAT ISLAND,0,0
3058,AL SAADIYAT ISLAND,0,0
3059,AL SAADIYAT ISLAND,0,0
3060,AL SAADIYAT ISLAND,0,0
3061,AL SAADIYAT ISLAND,0,0
3062,AL SAADIYAT ISLAND,0,0
3063,AL SAADIYAT ISLAND,0,0
3064,AL SAADIYAT ISLAND,0,0
3065,AL SAADIYAT ISLAND,0,0
3066,AL SAADIYAT ISLAND,0,0
3067,AL SAADIYAT ISLAND,0,0
3068,AL SAADIYAT ISLAND,0,0
3069,AL SAADIYAT ISLAND,0,0
3070,AL SAADIYAT ISLAND,0,0
3071,AL SAADIYAT ISLAND,0,0
3072,AL SAADIYAT ISLAND,0,0
3073,AL SAADIYAT ISLAND,0,0
3074,AL SAADIYAT ISLAND,0,0
3076,SAS AL NAKHL,0,0
3088,AL SHINAYIN,0,0
3089,AL SHINAYIN,0,0
3090,AL SOUT,0,0
3092,UM YIFEENAH ISLAND,0,0
3093,RAMHAN ISLAND,0,0
3098,ZAYED CITY,0,0
3099,ZAYED CITY,0,0
3100,ZAYED CITY,0,0
3101,ZAYED CITY,0,0
3102,ZAYED CITY,0,0
3103,ZAYED CITY,0,0
3104,ZAYED CITY,0,0
3105,ZAYED CITY,0,0
3106,ZAYED CITY,0,0
3107,ZAYED CITY,0,0
3108,ZAYED CITY,0,0
3109,ZAYED CITY,0,0
3110,ZAYED CITY,0,0
3111,ZAYED CITY,0,0
3112,ZAYED CITY,0,0
3113,ZAYED CITY,0,0
3114,ZAYED CITY,0,0
3115,ZAYED CITY,0,0
3116,ZAYED CITY,0,0
3117,ZAYED CITY,0,0
3118,ZAYED CITY,0,0
3119,ZAYED CITY,0,0
3120,ZAYED CITY,0,0
3121,ZAYED CITY,0,0
3122,ZAYED CITY,0,0
3123,ZAYED CITY,0,0
3124,ZAYED CITY,0,0
3125,ZAYED CITY,0,0
3126,ZAYED CITY,0,0
3127,ZAYED CITY,0,0
3128,ZAYED CITY,0,0
3129,ZAYED CITY,0,0
3130,ZAYED CITY,0,0
3131,ZAYED CITY,0,0
3132,ZAYED CITY,0,0
3133,ZAYED CITY,0,0
3134,ZAYED CITY,0,0
3135,ZAYED CITY,0,0
3136,ZAYED CITY,0,0
3137,ZAYED CITY,0,0
3138,ZAYED CITY,0,0
3139,ZAYED CITY,0,0
3140,ZAYED CITY,0,0
3141,ZAYED CITY,0,0
3142,ZAYED CITY,0,0
3143,ZAYED CITY,0,0
3144,ZAYED CITY,0,0
3145,ZAYED CITY,0,0
3146,ZAYED CITY,0,0
3147,ZAYED CITY,0,0
3148,ZAYED CITY,0,0
3149,ZAYED CITY,0,0
3150,ZAYED CITY,0,0
3151,ZAYED CITY,0,0
3152,ZAYED CITY,0,0
3153,ZAYED CITY,0,0
3154,ZAYED CITY,0,0
3155,ZAYED CITY,0,0
3156,ZAYED CITY,0,0
3157,ZAYED CITY,0,0
3158,ZAYED CITY,0,0
3159,ZAYED CITY,0,0
3160,ZAYED CITY,0,0
3161,ZAYED MILITARY CITY,0,0
3162,ABU DHABI INDUSTRIAL CITY,0,0
3163,ABU DHABI INDUSTRIAL CITY,0,0
3164,ABU DHABI INDUSTRIAL CITY,0,0
3165,ABU DHABI INDUSTRIAL CITY,0,0
3166,ABU DHABI INDUSTRIAL CITY,0,0
3167,ABU DHABI INDUSTRIAL CITY,0,0
3168,ABU DHABI INDUSTRIAL CITY,0,0
3169,ABU DHABI INDUSTRIAL CITY,0,0
3170,ABU DHABI INDUSTRIAL CITY,0,0
3171,ABU DHABI INDUSTRIAL CITY,0,2000
3172,ABU DHABI INDUSTRIAL CITY,0,0
3173,ABU DHABI INDUSTRIAL CITY,0,0
3174,KHALIFA CITY,0,0
3175,AL BATEEN,0,0
3176,BANI YAS,0,0
3177,JARN YAFOUR,0,722
3178,JARN YAFOUR,0,0
3179,JARN YAFOUR,0,0
3180,JARN YAFOUR,0,0
3181,JARN YAFOUR,0,0
3182,JARN YAFOUR,0,0
3183,JARN YAFOUR,0,0
3184,JARN YAFOUR,0,0
3185,JARN YAFOUR,0,621
3186,JARN YAFOUR,0,0
3187,JARN YAFOUR,0,28667
3188,JARN YAFOUR,0,3
3189,JARN YAFOUR,0,0
3190,BANI YAS,0,0
3191,YAS ISLAND,0,0
3192,YAS ISLAND,0,0
3193,YAS ISLAND,0,0
3194,YAS ISLAND,0,0
3195,YAS ISLAND,0,0
3196,YAS ISLAND,0,0
3197,YAS ISLAND,0,0
3198,AL BAHYAH,0,10000
3199,AL BAHYAH,0,0
3200,YAS ISLAND,0,0
3201,YAS ISLAND,0,0
3202,YAS ISLAND,0,0
3203,YAS ISLAND,0,0
3204,YAS ISLAND,0,0
3205,YAS ISLAND,0,0
3206,YAS ISLAND,0,0
3207,YAS ISLAND,0,0
3208,YAS ISLAND,0,0
3209,YAS ISLAND,0,0
3210,YAS ISLAND,0,0
3211,YAS ISLAND,0,0
3212,YAS ISLAND,0,0
3213,YAS ISLAND,0,0
3214,YAS ISLAND,0,0
3215,YAS ISLAND,0,0
3216,YAS ISLAND,0,0
3217,YAS ISLAND,0,0
3218,YAS ISLAND,0,0
3219,YAS ISLAND,0,0
3220,YAS ISLAND,0,0
3221,YAS ISLAND,0,0
3222,YAS ISLAND,0,0
3223,YAS ISLAND,0,0
3224,YAS ISLAND,0,0
3225,YAS ISLAND,0,0
3226,YAS ISLAND,0,0
3227,YAS ISLAND,0,0
3228,YAS ISLAND,0,0
3229,YAS ISLAND,0,0
3230,YAS ISLAND,0,0
3231,YAS ISLAND,0,0
3232,YAS ISLAND,0,0
3233,YAS ISLAND,0,0
3234,YAS ISLAND,0,0
3235,YAS ISLAND,0,0
3236,YAS ISLAND,0,0
3237,YAS ISLAND,0,0
3238,YAS ISLAND,0,0
3239,YAS ISLAND,0,0
3240,YAS ISLAND,0,0
3241,YAS ISLAND,0,0
3242,YAS ISLAND,0,0
3243,YAS ISLAND,0,0
3244,YAS ISLAND,0,0
3245,YAS ISLAND,0,0
3246,YAS ISLAND,0,0
3247,AL BAHYAH,0,0
3248,AL BAHYAH,0,0
3249,AL BAHYAH,0,0
3250,AL BAHYAH,0,0
3251,AL BAHYAH,0,0
3252,AL BAHYAH,0,0
3253,AL BAHYAH,0,0
3254,AL SAMMALIYYAH ISLAND,0,0
3255,AL SAMMALIYYAH ISLAND,0,0
3256,AL REEM ISLAND,0,0
3257,AL REEM ISLAND,0,0
3258,AL REEM ISLAND,0,0
3259,AL REEM ISLAND,0,0
3260,AL REEM ISLAND,0,0
3261,AL REEM ISLAND,0,0
3262,AL REEM ISLAND,0,0
3263,AL REEM ISLAND,0,0
3264,AL JUBAIL ISLAND,0,0
3265,AL JUBAIL ISLAND,0,0
3266,AL JUBAIL ISLAND,0,0
3267,AL MARYAH ISLAND,0,0
3268,AL MARYAH ISLAND,0,0
3269,AL MARYAH ISLAND,0,0
3270,AL MARYAH ISLAND,0,0
3271,AL MARYAH ISLAND,0,0
3272,AL MARYAH ISLAND,0,0
3273,AL MARYAH ISLAND,0,0
3274,ZAYED PORT,0,0
3275,ZAYED PORT,0,0
3276,AL RAWDAH,0,0
3277,AL RAWDAH,0,0
3278,AL RAWDAH,0,0
3279,AL RAWDAH,0,0
3280,AL RAWDAH,0,0
3281,AL RAWDAH,0,0
3282,AL RAWDAH,0,0
3283,AL RAWDAH,0,0
3284,AL RAWDAH,0,0
3285,AL RAWDAH,0,0
3286,AL RAWDAH,0,0
3287,KHALIFA CITY,0,0
3288,KHALIFA CITY,0,0
3289,KHALIFA CITY,0,0
3290,KHALIFA CITY,0,0
3291,KHALIFA CITY,0,0
3292,KHALIFA CITY,0,0
3293,KHALIFA CITY,0,0
3294,KHALIFA CITY,0,0
3295,KHALIFA CITY,0,0
3296,KHALIFA CITY,0,0
3297,KHALIFA CITY,0,0
3298,KHALIFA CITY,0,0
3299,KHALIFA CITY,0,0
3300,KHALIFA CITY,0,0
3301,KHALIFA CITY,0,0
3302,KHALIFA CITY,0,0
3303,RAWDAT AL REEF,0,0
3304,RAWDAT AL REEF,0,0
3305,RAWDAT AL REEF,0,0
3306,RAWDAT AL REEF,0,0
3307,RAWDAT AL REEF,0,0
3308,RAWDAT AL REEF,0,0
3309,RAWDAT AL REEF,0,0
3310,RAWDAT AL REEF,0,0
3311,RAWDAT AL REEF,0,0
3312,RAWDAT AL REEF,0,0
3313,RAWDAT AL REEF,0,0
3314,RAWDAT AL REEF,0,0
3315,RAWDAT AL REEF,0,0
3316,RAWDAT AL REEF,0,0
3317,RAWDAT AL REEF,0,0
3318,RAWDAT AL REEF,0,0
3319,RAWDAT AL REEF,0,0
3320,RAWDAT AL REEF,0,0
3321,RAWDAT AL REEF,0,0
3322,RAWDAT AL REEF,0,0
3323,RAWDAT AL REEF,0,0
3324,RAWDAT AL REEF,0,0
3325,RAWDAT AL REEF,0,0
3326,RAWDAT AL REEF,0,0
3327,RAWDAT AL REEF,0,0
3328,RAWDAT AL REEF,0,0
3329,RAWDAT AL REEF,0,0
3330,RAWDAT AL REEF,0,0
3331,RAWDAT AL REEF,0,0
3347,KHALIFA INDUSTRIAL,0,0
3348,KHALIFA INDUSTRIAL,0,0
3349,KHALIFA INDUSTRIAL,0,0
3350,KHALIFA INDUSTRIAL,0,0
3351,KHALIFA INDUSTRIAL,0,0
3352,KHALIFA INDUSTRIAL,0,0
3353,KHALIFA INDUSTRIAL,0,0
3354,KHALIFA INDUSTRIAL,0,0
3355,KHALIFA INDUSTRIAL,0,0
3356,KHALIFA INDUSTRIAL,0,0
3357,KHALIFA INDUSTRIAL,0,0
3358,KHALIFA INDUSTRIAL,0,0
3359,KHALIFA INDUSTRIAL,0,0
3360,KHALIFA INDUSTRIAL,0,0
3361,KHALIFA INDUSTRIAL,0,0
3362,KHALIFA INDUSTRIAL,0,0
3363,KHALIFA INDUSTRIAL,0,0
3364,KHALIFA INDUSTRIAL,0,0
3365,KHALIFA INDUSTRIAL,0,0
3366,KHALIFA INDUSTRIAL,0,0
3367,KHALIFA INDUSTRIAL,0,0
3368,KHALIFA INDUSTRIAL,0,0
3369,KHALIFA INDUSTRIAL,0,0
3370,KHALIFA INDUSTRIAL,0,0
3371,KHALIFA INDUSTRIAL,0,0
3372,KHALIFA INDUSTRIAL,0,0
3373,KHALIFA INDUSTRIAL,0,0
3374,KHALIFA INDUSTRIAL,0,0
3375,KHALIFA INDUSTRIAL,0,0
3376,KHALIFA INDUSTRIAL,0,37643.66667
3377,KHALIFA INDUSTRIAL,0,0
3378,KHALIFA INDUSTRIAL,0,0
3379,KHALIFA INDUSTRIAL,0,0
3380,KHALIFA INDUSTRIAL,0,0
3381,KHALIFA INDUSTRIAL,0,0
3382,KHALIFA INDUSTRIAL,0,37643.66667
3383,KHALIFA INDUSTRIAL,0,0
3384,KHALIFA INDUSTRIAL,0,0
3385,KHALIFA INDUSTRIAL,0,0
3386,KHALIFA INDUSTRIAL,0,0
3387,KHALIFA INDUSTRIAL,0,0
3388,KHALIFA INDUSTRIAL,0,0
3389,KHALIFA INDUSTRIAL,0,0
3390,KHALIFA INDUSTRIAL,0,0
3391,KHALIFA INDUSTRIAL,0,0
3392,KHALIFA INDUSTRIAL,0,0
3393,KHALIFA INDUSTRIAL,0,0
3394,KHALIFA INDUSTRIAL,0,0
3395,KHALIFA INDUSTRIAL,0,0
3396,KHALIFA INDUSTRIAL,0,0
3397,AL NAHDAH,0,0
3398,AL NAHDAH,0,0
3399,AL NAHDAH,0,0
3400,AL NAHDAH,0,0
3401,AL NAHDAH,0,0
3402,AL NAHDAH,0,0
3403,AL NAHDAH,0,0
3404,AL NAHDAH,0,0
3405,AL NAHDAH,0,0
3406,AL NAHDAH,0,0
3407,AL NAHDAH,0,0
3408,AL NAHDAH,0,0
3409,AL NAHDAH,0,0
3410,AL NAHDAH,0,0
3411,AL NAHDAH,0,0
3412,AL NAHDAH,0,0
3413,AL NAHDAH,0,0
3414,AL NAHDAH,0,0
3415,AL NAHDAH,0,0
3416,AL NAHDAH,0,0
3417,AL NAHDAH,0,0
3418,AL NAHDAH,0,0
3419,AL NAHDAH,0,0
3420,AL NAHDAH,0,0
3421,AL NAHDAH,0,0
3422,AL NAHDAH,0,0
3423,AL NAHDAH,0,0
3424,AL NAHDAH,0,0
3425,AL NAHDAH,0,0
3426,AL NAHDAH,0,0
3427,AL NAHDAH,0,0
3428,AL NAHDAH,0,0
3429,AL NAHDAH,0,0
