ID,Municipality,ProjectID,Include in Summary,Project Name,Parent Project Number,MP Lvl,Developer,District,2024Precinct,Pr_Order,2014 Precinct,Stage Name,Approved,Approval Year,Total GFA,Residential Population,Residential Units,Apt,Villa,Residential GFA,Retail GFA,Office GFA,Hotel GFA,Community Facilities GFA,Industrial GFA,Other GFA,Education GFA,Health Care GFA,Other_CF,Approved Completion Year,Notes,EH,Un allocated Villa Plots,Phasing_Note,Planning Status,Delivery Status,Major,Link,Updated,TMP TAZs,TAZ_Mapping_Remarks,POP NONLAB,RES GFA,RETAIL GFA,OFFICE GFA,TMP Aligned,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,Check,2040_Assignment
134,Abu Dhabi,2275.0,Yes,PI High School Accommodation,,Level 0,ADNOC,KHALIFA CITY,Mainland Central,10,Ban Al Jesrain,Detailed,Yes,2010,24521,NA,NA,0,0,0,0,0,0,0,0,0,,,,Completed,,,,Completed,Completed,Completed,,folder,,0,,0,0,0,0,,1,,,,,,,,,,,,,,,,,1,1
135,Abu Dhabi,39724.0,Yes,Reportage Village,,Level 0,Reportage Properties,KHALIFA CITY,,,,Concept,Yes,2024,82771,1466,312,0,312,82321,0,0,0,450,0,0,,,,2026,,,,Approved but Not Delivered,Committed,Pipeline,,folder,Updated,1,,1174,45465,0,87,,,,,,1,,,,,,,,,,,,,1,1
136,Abu Dhabi,5222.0,Yes,Abu Dhabi Police academy,,Level 0,ADP GHQ,SHAKHBOUT CITY,Mainland Central,10,Abu Dhabi,Detailed,Yes,2013,194385,NA,NA,0,0,75120,0,0,0,119265,0,0,,,,NA,,,,Approved but Not Delivered,Committed,Pipeline,,folder,,1,,34,697,3467,0,,,,,,,,,,,,,,,,,,,0,1
137,Abu Dhabi,10040.0,Yes,Airport City Master Plan,,Level 0,ADAC,AL MATAR,Airport District,11,Airport District,Concept (2),No,2017,246922,0,0,0,0,0,3016,119094,27740,82623,0,14449,,,,2030,CMP Unapproved. Letter Out for Transport testing,,,Not Approved / Lapsed,Future,Future,Yes,folder,,1,,0,0,0,178,,,,,,,,,,,,,,,,,,1,1,0.5
138,Abu Dhabi,6033.0,Yes,Southside Destination Village & Logistics Park,,Level 0,ADAC,AL MATAR,Airport District,11,Airport District,Concept (2),Yes,2014,522000,0,0,0,0,0,65100,273679,18000,3456,149336,12429,,,,NA,,,,Partially Delivered,Planned,Pipeline,,folder,,2,,0,0,14614,33478,,,,,,,,,,,,,,,,,,1,1,1
139,Abu Dhabi,38036.0,Yes,Airport Community Master plan,,Level 0,ICT,AL MATAR,Airport District,11,Airport District,Enquiry,No,NA,275313,4350,580,0,580,257075,3000,0,0,15238,0,0,,,,NA,,,,Not Approved / Lapsed,Future,Future,Yes,folder,,1,,602,0,12106,406,,,,,,,,1,,,,,,,,,,,1,1
140,Abu Dhabi,1113.0,No,Yas Island Framework,,Level 0,Aldar / Miral,YAS ISLAND,"Yas, Fahid & Raha",12,Yas Island,Detailed (5),Yes,2022,10568260,161354,51062,NA,NA,6832379,613325,421064.4,651215,624230,51562,1374484.6,,,,NA,Summation of All Approved Sub Master Plans,,,Partially Delivered,Planned,Pipeline,,folder,Updated,7,,0,0,11739,1268,NA,,,,,,,,,,,,,,,,,,0,NA
141,Abu Dhabi,1113.10,Yes,"Zone AA-01, Yas North - Miral",1113.0,Level 1,Miral,YAS ISLAND,"Yas, Fahid & Raha",12,Yas Island,Enquiry,No,NA,1240605,21000,5798,NA,NA,1093074,35875,,91055,20600,0,0,1400,3500,15700,NA,Not Approved; Miral Projections,,,Not Approved / Lapsed,Future,Future,Yes,folder,,2,,21000,1093074,35875,0,,,,,,,,,,,,,,,,,,0.4,0.4,0.4
142,Abu Dhabi,1113.24,Yes,"Zone AA-02, Yas Island Staff Housing, Phase 1",1113.0,Level 1,Miral,YAS ISLAND,"Yas, Fahid & Raha",12,Yas Island,Detailed: Minor Amendment (2),Yes,2018,65685,3060,994,994,,65685,0,0,0,0,0,0,,,,Completed,,,,Completed,Completed,Completed,,folder,,1,,5513,110000,0,0,,1,,,,,,,,,,,,,,,,,1,1
143,Abu Dhabi,1113.24.x,Yes,"Zone AA-02, Yas Island Staff Housing, Phase 2",1113.0,Level 1,Miral,YAS ISLAND,"Yas, Fahid & Raha",12,Yas Island,Detailed,Yes,2018,42241.18,2286,748,748,,42241.18,0,0,0,0,0,0,,,,2025,,,,Approved but Not Delivered,Planned,Pipeline,,folder,,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,1
144,Abu Dhabi,1113.5,Yes,Royal Group Phase 1 Villas,1113.0,Level 1,Royal Group,YAS ISLAND,"Yas, Fahid & Raha",12,Yas Island,Detailed,Yes,2010,257415,2733,488,0,488,218562,5675,0,0,33178,0,0,,,,Completed,Emirati Housing MP,Yes,,Completed,Completed,Completed,,folder,,2,,2840,218246,7294,0,,1,,,,,,,,,,,,,,,,,1,1
145,Abu Dhabi,1113.25,Yes,"Zone D, Theme Park - Sea World",1113.0,Level 1,Miral,YAS ISLAND,"Yas, Fahid & Raha",12,Yas Island,Detailed,Yes,2016,571242,0,0,0,0,0,0,0,0,571242,0,0,,,,2026,,,,Completed,Completed,Completed,,folder,,2,,0,0,0,0,,1,,,,,,,,,,,,,,,,,1,1
146,Abu Dhabi,1113.1.1,Yes,"Zone E, Yas Mall",1113.0,Level 1,Aldar,YAS ISLAND,"Yas, Fahid & Raha",12,Yas Island,Detailed,Yes,2010,389916,0,0,0,0,0,389916,0,0,0,0,0,,,,Completed,,,,Completed,Completed,Completed,,folder,,1,,319,18050,467210,30320,,1,,,,,,,,,,,,,,,,,1,1
147,Abu Dhabi,1113.2.1,Yes,IKEA,1113.0,Level 1,Aldar,YAS ISLAND,"Yas, Fahid & Raha",12,Yas Island,Detailed,Yes,2010,62657,0,0,0,0,0,62657,0,0,0,0,0,,,,Completed,,,,Completed,Completed,Completed,,folder,,0,,0,0,0,0,,1,,,,,,,,,,,,,,,,,1,1
148,Abu Dhabi,1113.21,Yes,North West Quadrant,1113.1.1,Level 2,Aldar,YAS ISLAND,"Yas, Fahid & Raha",12,Yas Island,Detailed,Yes,2017,12080,0,0,0,0,0,12080,0,0,0,0,0,,,,2030,,,,Approved but Not Delivered,Committed,Pipeline,,folder,,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,1
149,Abu Dhabi,1113.14,Yes,Sky Venture AD (Clymb),1113.1.1,Level 2,Miral,YAS ISLAND,"Yas, Fahid & Raha",12,Yas Island,Detailed,Yes,2016,5934,0,0,0,0,0,5934,0,0,0,0,0,,,,Completed,,,,Completed,Completed,Completed,,folder,,0,,0,0,0,0,,1,,,,,,,,,,,,,,,,,1,1
150,Abu Dhabi,24811.0,Yes,Manazel Tower -YS1_C9/E507b,1113.0,Level 1,Manazel,YAS ISLAND,"Yas, Fahid & Raha",12,Yas Island,Detailed,Yes,2020,11481,NA,NA,0,0,11251.38,230,0,0,0,0,0,,,,NA,,,,Approved but Not Delivered,Committed,Pipeline,,folder,,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,1
151,Abu Dhabi,29137.0,Yes,"Zone E, Welcome Pavilion and Cascade, YS1_C2",1113.0,Level 1,Miral,YAS ISLAND,"Yas, Fahid & Raha",12,Yas Island,Detailed,Yes,2010,17566,0,0,0,0,0,17566,0,0,0,0,0,,,,Completed,DCR Approval,,,Completed,Completed,Completed,,folder,,1,,291,11251,18127,686,,1,,,,,,,,,,,,,,,,,1,1
152,Abu Dhabi,1113.17,Yes,"Zone E, Yas Mall Hotel",1113.0,Level 1,ALDAR,YAS ISLAND,"Yas, Fahid & Raha",12,Yas Island,Concept (2),Yes,2017,32000,,,,,,,,32000,,,,,,,NA,,,,Approved but Not Delivered,Planned,Pipeline,,folder,,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,1
153,Abu Dhabi,21661.0,Yes,"Zone E, Yas Neighbourhood Project",1113.0,Level 1,ALDAR,YAS ISLAND,"Yas, Fahid & Raha",12,Yas Island,Concept (1),Yes,2019,23051,320,116,116,,18050,2883,,,176,,1942,,,,2021,,,,Approved but Not Delivered,Planned,Pipeline,,folder,,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,1
154,Abu Dhabi,1113.E1_C3e,Yes,"Zone E, E1_C3e",1113.0,Level 1,ALDAR,YAS ISLAND,"Yas, Fahid & Raha",12,Yas Island,Pre-Concept,No,NA,16949,,,,,,16949,,,,,,,,,NA,,,,Not Approved / Lapsed,Future,Future,No,folder,,0,,0,0,0,0,,,,,,,,,,,,,1,,,,,1,1,0
155,Abu Dhabi,1113.1.2,Yes,Zone F (Ferrari World),1113.0,Level 1,Aldar,YAS ISLAND,"Yas, Fahid & Raha",12,Yas Island,Detailed,Yes,2008,194000,0,0,0,0,0,194000,0,0,0,0,0,,,,Completed,,,,Completed,Completed,Completed,,folder,,1,,0,0,0,0,,1,,,,,,,,,,,,,,,,,1,1
156,Abu Dhabi,1113.1.3,Yes,Zone FX,1113.0,Level 1,Miral,YAS ISLAND,"Yas, Fahid & Raha",12,Yas Island,Pre-Concept,No,2008,100000,NA,NA,NA,NA,0,100000,0,0,0,0,0,,,,NA,"IWFP estimate, Not Approved",,,Not Approved / Lapsed,Future,Future,Yes,folder,,1,,0,0,0,0,,,,,,,,,,,,,1,,,,,1,1,0
157,Abu Dhabi,1113.1.4,Yes,"Zone GA, Marina & Yacht Club",1113.0,Level 1,Miral,YAS ISLAND,"Yas, Fahid & Raha",12,Yas Island,Detailed,Yes,2008,8360,NA,NA,NA,NA,0,7190,1170,0,0,0,0,,,,NA,"IWFP estimate, Not Approved",,,Completed,Completed,Completed,,folder,,0,,0,0,0,0,,1,,,,,,,,,,,,,,,,,1,1
158,Abu Dhabi,1113.1.5,Yes,Zone G B (Yas Marina Hotel),1113.0,Level 1,Miral,YAS ISLAND,"Yas, Fahid & Raha",12,Yas Island,Detailed,Yes,2008,74498,0,0,0,0,0,0,0,74498,0,0,0,,,,Completed,,,,Completed,Completed,Completed,,folder,,0,,0,0,0,0,,1,,,,,,,,,,,,,,,,,1,1
159,Abu Dhabi,1113.1.7,Yes,"Zone H (Race Day Hotels 1,2,3,4,5,6)",1113.0,Level 1,Aldar,YAS ISLAND,"Yas, Fahid & Raha",12,Yas Island,Detailed,Yes,2008,156340,0,0,0,0,0,0,0,156340,0,0,0,,,,Completed,,,,Completed,Completed,Completed,,folder,,1,,0,0,1550,29450,,1,,,,,,,,,,,,,,,,,1,1
160,Abu Dhabi,1113.16,Yes,"Zone HB, Office Park",1113.0,Level 1,Aldar,YAS ISLAND,"Yas, Fahid & Raha",12,Yas Island,Detailed,Yes,NA,31000,0,0,0,0,0,1550,29450,0,0,0,0,,,,NA,"IWFP estimate, Not Approved",,,Approved but Not Delivered,Committed,Pipeline,,folder,,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,1
161,Abu Dhabi,1113.18,Yes,Zone IB - Phase 1,1113.0,Level 1,Aldar,YAS ISLAND,"Yas, Fahid & Raha",12,Yas Island,Detailed (2),Yes,2017,250799,7144,2255,2255,,245455,575,0,0,4769,0,0,,,,Completed,,,,Completed,Completed,Completed,,folder,,1,,7142,240659,3021,517,,1,,,,,,,,,,,,,,,,,1,1
162,Abu Dhabi,1113.28,Yes,Zone IB - Phase 2,1113.0,Level 1,Aldar,YAS ISLAND,"Yas, Fahid & Raha",12,Yas Island,Detailed,Yes,2023,267951,6907,2576,2536,40,257788,3269,0,0,6894,0,0,,,,2026,,,,Approved but Not Delivered,Committed,Pipeline,,folder,,8,,6906,257783,3268,0,,,,,,,,,,,,,,,,,,,0,1
163,Abu Dhabi,1113.9,Yes,"Zone JA, Ansam Residential Development",1113.0,Level 1,Aldar,YAS ISLAND,"Yas, Fahid & Raha",12,Yas Island,Detailed (1),Yes,2012,226079,5846.4,1392,1392,0,189287,1415,0,0,1205,0,34172,,,,2025,,,,Partially Delivered,Committed,Pipeline,,folder,,1,,5763,231852,2746,473,,,,,,,,,,,,,,,,,,,0,1
164,Abu Dhabi,1113.7.JB_JC,Yes,"Zones JB, JC & JD, Yas Links",1113.0,Level 1,Aldar,YAS ISLAND,"Yas, Fahid & Raha",12,Yas Island,Pre-Concept,No,NA,32000,500,155,NA,NA,24500,1500,0,0,0,0,6000,,,,NA,"IWFP estimate, Not Approved",,,Not Approved / Lapsed,Future,Future,No,folder,,0,,0,0,0,0,,,,,,,,,,,,,1,,,,,0,1,0
165,Abu Dhabi,1113.7.JE,Yes,"Zone JE, Yas Links View Apartment South",1113.0,Level 1,Aldar,YAS ISLAND,"Yas, Fahid & Raha",12,Yas Island,Pre-Concept,No,NA,27000,675,242,242,0,26050,0,0,0,950,0,0,,,,NA,"IWFP estimate, Not Approved",,,Not Approved / Lapsed,Future,Future,No,folder,,1,,1175,50550,500,0,,,,,,,,,,,,,1,,,,,0,1,0
166,Abu Dhabi,1113.4,Yes,"Zone K, West Yas Residential Community",1113.0,Level 1,Aldar,YAS ISLAND,"Yas, Fahid & Raha",12,Yas Island,Detailed: Minor Amendment (6),Yes,2018,710886,9028,1220,0,1220,632485,15370,0,0,63031,0,0,,,,Completed,,,,Completed,Completed,Completed,,folder,,4,,9026,633713,14269,0,,1,,,,,,,,,,,,,,,,,1,1
167,Abu Dhabi,1113.6,Yes,"Yas Acres - Northern Yas, Phase 1",1113.0,Level 1,Aldar,YAS ISLAND,"Yas, Fahid & Raha",12,Yas Island,Detailed: MinorAmendment (6),Yes,2022,846283,14881,4032,2690,1342,729832,28400,1300,14670,72081,0,0,,,,2027,,,,Partially Delivered,Committed,Pipeline,,folder,,14,,14880,729832,23824,1300,,,,,,,,,,,,,,,,,,,0,1
168,Abu Dhabi,1113.6.12,Yes,"Zone NY-02, North Yas Phase 2",1113.0,Level 1,Aldar,YAS ISLAND,"Yas, Fahid & Raha",12,Yas Island,Detailed: MinorAmendment (1),Yes,2023,1871764,37075,15155,14701,454,1514064,37120,78397,55000,187183,0,0,,,,2031,,,,Approved but Not Delivered,Committed,Pipeline,,folder,Updated,31,,46667,1799377,31000,93317,,,,,,,,,,,,,,,,,,0.9,0.9,0.9
169,Abu Dhabi,1113.6.12.1,Yes,Yas Living - Noya 1,1113.0,Level 1,Aldar,YAS ISLAND,"Yas, Fahid & Raha",12,Yas Island,Detailed,Yes,2020,84220,2417,510,0,510,83708,0,0,0,512,0,0,,,,2025,,,,Approved but Not Delivered,Committed,Pipeline,,folder,,1,,2417,83708,0,0,,,,,,,,,,,,,,,,,,,0,1
170,Abu Dhabi,1113.6.12.2,Yes,Noya 2,1113.0,Level 1,Aldar,YAS ISLAND,"Yas, Fahid & Raha",12,Yas Island,Detailed: MinorAmendment,Yes,2022,163187,3262,668,,668,125755,5300,0,0,32132,0,0,,,,2024,,,,Approved but Not Delivered,Committed,Pipeline,,folder,,3,,3261,125754,3000,0,,,,,,,,,,,,,,,,,,,0,1
171,Abu Dhabi,1113.6.12.3,Yes,Sustainable City - Yas Island,1113.0,Level 1,Aldar,YAS ISLAND,"Yas, Fahid & Raha",12,Yas Island,Detailed (1),Yes,2023,158691,3514,864,464,400,145183,1980,0,0,11528,0,0,,,,2025,,,,Approved but Not Delivered,Committed,Pipeline,,folder,,1,,3872,144950,1988,0,,,,,,,,,,,,,,,,,,,0,1
172,Abu Dhabi,1113.6.12.4,Yes,Noya 4 & 5,1113.0,Level 1,ALDAR,YAS ISLAND,"Yas, Fahid & Raha",12,Yas Island,Detailed,Yes,2022,182036,4383,849,0,849,176336,0,0,0,5700,0,0,,,,2025,,,,Approved but Not Delivered,Committed,Pipeline,,folder,,4,,4380,176336,0,0,,,,,,,,,,,,,,,,,,,0,1
173,Abu Dhabi,1113.27,Yes,"Zone RA, Yas Staff Housing ALDAR",1113.0,Level 1,Aldar,YAS ISLAND,"Yas, Fahid & Raha",12,Yas Island,Detailed: MinorAmendment (1),Yes,2023,87106,3681,1659,1659,,78768,1046,287,0,7006,0,0,,,,2023,,,,Partially Delivered,Completed,Completed,,folder,,1,,3976,83966,1524,287,,,,,,,,,,,,,,,,,,,0,1
174,Abu Dhabi,1113.11,Yes,"Zone S, Yas Beach Club development ",1113.0,Level 1,Aldar,YAS ISLAND,"Yas, Fahid & Raha",12,Yas Island,Detailed,Yes,2015,1961.2,0,0,0,0,0,1202.3,166.4,168.5,424,0,0,,,,Completed,,,,Completed,Completed,Completed,,folder,,1,,0,0,4942,590,,1,,,,,,,,,,,,,,,,,1,1
175,Abu Dhabi,1113.12,Yes,"Zone SM 1-5, Mayan Phase 1",1113.0,Level 1,Aldar,YAS ISLAND,"Yas, Fahid & Raha",12,Yas Island,Detailed: Minor Amendment (3),Yes,2016,72263,1678,512,492,20,71421,526,228,0,88,0,0,,,,2020,,,,Completed,Completed,Completed,,folder,,1,,2583,110137,526,329,,1,,,,,,,,,,,,,,,,,1,1
176,Abu Dhabi,1113.13,Yes,"Zone SM Plot 5,Mayan Phase 2",1113.0,Level 1,Aldar,YAS ISLAND,"Yas, Fahid & Raha",12,Yas Island,Detailed,Yes,2016,39528,906,295,295,0,39427,0,101,0,0,0,0,,,,2025,,,,Approved but Not Delivered,Committed,Pipeline,,folder,,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,1
177,Abu Dhabi,1113.8,Yes,"Zone TP, Theme Park Zone",1113.0,Level 1,Miral,YAS ISLAND,"Yas, Fahid & Raha",12,Yas Island,Detailed: MinorAmendment (3),Yes,2020,321334,0,0,0,0,0,24154,0,74781,222398,0,0,,,,2022,,,,Partially Delivered,Committed,Pipeline,,folder,,3,,0,0,19971,4170,,,,,,,,,,,,,,,,,,,0,1
178,Abu Dhabi,1113.8.1,Yes,Yas Waterpark,1113.0,Level 1,Miral,YAS ISLAND,"Yas, Fahid & Raha",12,Yas Island,Detailed,Yes,2016,17656,0,0,0,0,0,17656,0,0,0,0,0,,,,Completed,,,,Completed,Completed,Completed,,folder,,1,,0,0,0,0,,1,,,,,,,,,,,,,,,,,1,1
179,Abu Dhabi,1113.8.2,No,Warner Brothers Themepark,1113.8,Level 2,Miral,YAS ISLAND,"Yas, Fahid & Raha",12,Yas Island,Detailed (4),Yes,2015,114603,0,0,0,0,0,16778,20967,0,76858,0,0,,,,Completed,,,,Completed,Completed,Completed,,folder,,0,,0,0,0,0,,1,,,,,,,,,,,,,,,,,1,1
180,Abu Dhabi,1113.3.1,Yes,"Zone YS-02, The Club",1113.3,Level 2,Miral,YAS ISLAND,"Yas, Fahid & Raha",12,Yas Island,Detailed,Yes,2012,3000,0,0,0,0,0,0,0,0,3000,0,0,,,,Completed,,,,Completed,Completed,Completed,,folder,,1,,0,0,0,0,,1,,,,,,,,,,,,,,,,,1,1
181,Abu Dhabi,1113.3.2,Yes,"Zone YS-01, Yas South",1113.3,Level 2,Miral,YAS ISLAND,"Yas, Fahid & Raha",12,Yas Island,Detailed (2),Yes,2017,181192,0,0,0,0,0,65561,0,115631,0,0,0,,,,NA,,,,Completed,Completed,Completed,,folder,,3,,0,0,22348,0,,1,,,,,,,,,,,,,,,,,1,1
182,Abu Dhabi,1113.3.3,Yes,"Zone YS-01,Yas South - Phase 2",1113.3,Level 2,Miral,YAS ISLAND,"Yas, Fahid & Raha",12,Yas Island,Detailed: MinorAmendment (2),Yes,2024,1314396,18874,6669,6669,0,736973,85173,284078,115630.71,48481,1500,42560,,,,2032,,,,Partially Delivered,Committed,Pipeline,,folder,Updated,25,,19239,736973,15612,284016,,,,,,,,,,1,,,,,,,,,1,1
182,Abu Dhabi,6053.0,Yes,Fahid Island (Aldar),,Level 0,Aldar,FAHID ISLAND,"Yas, Fahid & Raha",12,Fahid Island,Pre-Concept,No,2024,1597312,6386,1908,5668,718,1587598,59139,28384,244045,77170,0,0,,,,NA,Aldar's New Proposal,,,Not Approved,Future,Future,Yes,folder,,6,,10022,759421,58174,1302,,,,,,,,,,,,,,,,,,0.5,0.5,0.5
183,Abu Dhabi,6053.0,No,Fahid Island,,Level 0,Aldar,FAHID ISLAND,"Yas, Fahid & Raha",12,Fahid Island,Concept,Expired,2015,1052902,11177,1908,,,958840,65473,0,0,28589,0,0,,,,NA,Developer changed to Aldar,,,Lapsed,Future,Future,Yes,folder,,6,,10022,759421,58174,1302,,,,,,,,,,,,,,,,,,0.5,0.5,0.5
184,Abu Dhabi,6053.2,No,Fahid Island Phase 1,6053.0,Level 1,Aldar,FAHID ISLAND,"Yas, Fahid & Raha",12,Fahid Island,Detailed,Yes,2016,301170,4070,797,511,286,275369,20523,0,0,5278,0,0,,,,2025,,,,Not Approved / Lapsed,Future,Future,No,folder,,0,,0,0,0,0,NA,,,,,,,,,,,,,,,,,,0,NA
185,Abu Dhabi,ABU AL HABL ISLAND_P1,Yes,ABU AL HABL ISLAND_P1,,Level 0,Miral,ABU AL HABL ISLAND,"Yas, Fahid & Raha",12,Inner Islands,Pre-Concept,No,NA,,,,,,,,,,,,,,,,NA,,,,Not Approved / Lapsed,Future,Future,Yes,folder,,0,,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,0
186,Abu Dhabi,1114.0,Yes,Al Raha Beach (East),,Level 0,Aldar,AL RAHAH,"Yas, Fahid & Raha",12,Al Raha,Detailed (4),Yes,2014,3281936,62084,19700,19700,0,2708108,140014,235602,141296,56916,0,0,,,,NA,Updates to MP at Indiv. Plot level changes are not recorded in the approval #s,,,Partially Delivered,Committed,Pipeline,,folder,,42,,70175,2726158,130181,245202,,,,,,,,,,,,,,,,,,,0,1
187,Abu Dhabi,1114.48,Yes,Al Raha Beach West,,Level 0,Modon,AL RAHAH,"Yas, Fahid & Raha",12,Al Raha,Concept (1),Yes,2022,1627094,21061,5418,5418,0,756325,46454,676408,62502,85405,0,0,,,,NA,"Not Approved, 50% government office GFA reduction per MoM",,,Not Approved / Lapsed,Future,Future,Yes,folder,,13,,10864,566488,49622,56068,,,,,,,,,,,,,,,,,,0.25,0.25,0.25
188,Abu Dhabi,1114.1,Yes,Luluat Al Raha,,Level 0,ICT,AL RAHAH,"Yas, Fahid & Raha",12,Al Raha,Detailed: Minor Amendment (6),Yes,2017,474423,8602,2038,2005,33,382338,13992,14377,52786,10930,0,0,,,,2020,,,,Partially Delivered,Committed,Pipeline,,folder,,1,,1031,48349,60686,313,,,,,,,,,,,,,,,,,,,0,1
189,Abu Dhabi,1114.1.20,No,"Luluat Al Raha, Phase 1",,Level 1,ICT,AL RAHAH,"Yas, Fahid & Raha",12,Al Raha,Detailed: Minor Amendment (2),Yes,2017,55912,,,,,,,,,,,,,,,Completed,,,,Completed,Completed,Completed,,folder,,0,,0,0,0,0,,1,,,,,,,,,,,,,,,,,1,1
190,Abu Dhabi,1114.1.21,No,"Luluat Al Raha, Phase 2",,Level 1,ICT,AL RAHAH,"Yas, Fahid & Raha",12,Al Raha,Detailed: MinorAmendment,Yes,2022,418511,7735,577,577,0,328301,13992,14377,52786,0,0,0,,,,2025,,,,Approved but Not Delivered,Committed,Pipeline,,folder,,0,,0,0,0,0,NA,,,,,,,,,,,,,,,,,,0,NA
191,Abu Dhabi,18312.0,Yes,Al Samaliyyah Island,,Level 0,DCT - Miral,AL SAMMALIYYAH ISLAND,Inner Islands,13,Inner Islands,Pre-Concept,No,NA,53933,0,NA,NA,NA,0,2614,26819,13337,463,0,10700,,,,2025,,,,Not Approved / Lapsed,Future,Future,Yes,folder,,3,,35443,3023623,97747,126708,No,,,,1,,,,,,,,,,,,,,1,1
192,Abu Dhabi,1920.0,Yes,Umm Lefeenah,,Level 0,Private,UM YIFEENAH ISLAND,Inner Islands,13,Inner Islands,Pre-Concept,No,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,,,NA,Modon has not shared info yet,,,Not Approved / Lapsed,Future,Future,Yes,folder,,3,,19907,1698264,54901,71168,,,,,,,,,,,,,,,,,,0.5,0.5,0.5
193,Abu Dhabi,Umm Al Nar,Yes,Umm Al Nar,,Level 0,NA,SAS AL NAKHL,Inner Islands,13,Inner Islands,Pre-Concept,No,NA,,,,,,,,,,,,,,,,NA,,,,Not Approved / Lapsed,Future,Future,Yes,folder,,2,,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1
194,Abu Dhabi,2166.0,Yes,Petroleum Institute MP,,Level 0,ADNOC,SAS AL NAKHL,Inner Islands,13,Ban Al Jesrain,Detailed: Minor Amendment (4),Yes,2016,594175,0,1975,1975,0,170166,0,0,0,322173,101836,0,,,,Completed,,,,Completed,Completed,Completed,,folder,,3,,381,18407,6196,69587,,1,,,,,,,,,,,,,,,,,1,1
195,Abu Dhabi,21301.0,Yes,The Gateway,,Level 0,Eshraq Poperties,SAS AL NAKHL,Inner Islands,13,Ban Al Jesrain,Concept,Yes,2020,80000,1920,532,532,0,75858,2027,0,0,2115,0,0,,,,2022,,,,Approved but Not Delivered,Planned,Pipeline,,folder,,1,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,1
196,Abu Dhabi,1007.0,No,Saadiyat Island Master Plan,,Level 0,Multiple,AL SAADIYAT ISLAND,"Saadiyat, Jubail & Ramhan",14,Saadiyat Island,Concept,Yes,2017,15400000,145000,,,,11400000,859332,1000000,1073000,992355,75313,0,,,,NA,,,,Partially Delivered,Planned,Pipeline,,folder,,0,,0,0,0,0,NA,,,,,,,,,,,,,,,,,,0,NA
197,Abu Dhabi,1007.38,Yes,Cultural District MP,1007.0,Level 1,Aldar,AL SAADIYAT ISLAND,"Saadiyat, Jubail & Ramhan",14,Saadiyat Island,Detailed (4),Yes,2022,2776045,40009,11760,11717,43,1991453,205740,111809,108600,358375,0,67.6,,,,2028,,,,Approved but Not Delivered,Committed,Pipeline,,folder,,33,,35748,1898418,514796,96003,,,,,,,,,,,,,,,,,,,0,1
198,Abu Dhabi,1007.38.3,No,Cultural District Phase 1,1007.38,Level 2,Aldar,AL SAADIYAT ISLAND,"Saadiyat, Jubail & Ramhan",14,Saadiyat Island,Detailed (2),Yes,2019,1579333,24305,6716,6671,45,1283515,40369,95966,50390,107593,1500,0,,,,2025,,,,Partially Delivered,Committed,Pipeline,,folder,,0,,0,0,0,0,NA,,,,,,,,,,,,,,,,,,0,NA
199,Abu Dhabi,1007.37,No,The Grove,1007.38,Level 2,Aldar,AL SAADIYAT ISLAND,"Saadiyat, Jubail & Ramhan",14,Saadiyat Island,Detailed: MinorAmendment (1),Yes,2022,549792,10163,3527,3527,,412595,100000,0,24070,13127,0,0,,,,2027,,,,Approved but Not Delivered,Committed,Pipeline,,folder,,0,,0,0,0,0,NA,,,,,,,,,,,,,,,,,,0,NA
200,Abu Dhabi,1007.40,No,Mamsha Al Saadiyat,1007.38,Level 2,Aldar,AL SAADIYAT ISLAND,"Saadiyat, Jubail & Ramhan",14,Saadiyat Island,Detailed,Yes,2015,140055,1894,461,461,,131001,8556,0,0,498,0,0,,,,Completed,,,,Completed,Completed,Completed,,folder,,0,,0,0,0,0,,1,,,,,,,,,,,,,,,,,1,1
201,Abu Dhabi,1007.45,Yes,Beach District MP,1007.0,Level 1,Aldar,AL SAADIYAT ISLAND,"Saadiyat, Jubail & Ramhan",14,Saadiyat Island,Detailed: MinorAmendment (4),Yes,2022,1483353,8553,2597,1865,732,889296,51344,0,476329,66384,0,0,,,,2025,,,,Partially Delivered,Committed,Pipeline,,folder,,18,,6661,801571,34346,0,,,,,,,,,,,,,,,,,,0.9,0.9,0.9
